user_id,R_Quartile,F_Quartile,M_Quartile
249819,1,5,5
249862,3,1,1
249870,1,4,4
249896,2,3,1
249898,3,3,2
249918,1,3,2
249965,2,4,3
249976,2,4,4
249981,1,5,5
249985,1,1,1
249999,3,5,5
250009,1,2,3
250017,4,5,4
250067,1,5,5
250077,1,5,4
250106,5,3,4
250114,1,1,2
250116,1,5,5
250122,1,5,5
250223,3,2,1
250249,5,1,1
250275,5,2,2
250296,1,5,5
250323,2,4,5
250327,4,4,4
250335,4,4,4
250363,5,4,5
250368,1,2,2
250371,2,1,3
250379,2,3,2
250416,1,2,1
250418,3,3,2
250436,2,4,3
250447,1,2,2
250520,5,4,5
250522,1,1,2
250554,1,2,3
250591,4,5,5
250593,2,5,4
250598,2,4,4
250626,4,5,5
250677,1,4,4
250679,4,1,1
250684,2,5,5
250692,3,4,4
250719,3,3,4
250763,1,1,2
250773,5,4,4
250794,1,2,2
250839,1,3,2
250863,4,5,5
250910,1,1,1
250915,4,5,5
250924,5,1,1
250951,3,1,2
250997,1,3,3
250999,1,5,5
251011,3,5,5
251022,3,2,1
251032,3,3,3
251070,1,1,1
251108,3,5,4
251137,2,3,3
251160,3,5,5
251177,3,5,5
251181,1,5,5
251208,4,4,4
251214,1,5,4
251224,1,2,3
251237,2,3,3
251239,3,3,3
251250,2,5,5
251269,4,5,5
251273,5,2,2
251294,5,4,4
251302,2,3,3
251337,3,3,3
251354,1,4,3
251373,3,2,1
251382,4,2,2
251397,4,5,5
251421,5,4,4
251436,5,5,5
251440,4,4,4
251445,5,2,3
251454,1,2,2
251469,4,3,5
251533,1,5,5
251581,4,5,5
251594,1,2,2
251626,3,4,4
251657,2,4,4
251667,1,3,4
251671,4,4,4
251722,4,4,3
251745,1,2,3
251767,5,4,5
251771,5,5,5
251775,1,4,5
251781,5,1,1
251792,3,1,1
251805,4,5,5
251843,4,5,5
251849,2,3,5
251856,1,4,4
251859,1,3,3
251871,5,3,2
251880,1,3,4
251894,1,5,5
251898,2,2,3
251909,3,4,3
251922,3,2,1
251926,3,2,2
251934,4,5,4
251935,5,4,4
251959,1,2,1
252000,1,2,3
252005,5,1,3
252009,4,5,5
252014,2,1,2
252015,1,5,5
252019,4,2,2
252026,1,5,5
252030,5,2,4
252047,1,3,2
252048,4,3,2
252057,3,2,2
252060,1,5,5
252139,4,5,5
252164,4,5,5
252173,2,1,1
252192,3,2,1
252233,3,5,5
252243,3,5,5
252253,3,1,1
252256,1,3,3
252292,5,4,5
252295,5,5,5
252301,2,4,4
252302,5,4,5
252312,2,3,3
252319,1,1,1
252322,3,3,2
252332,3,3,3
252372,4,5,5
252375,1,2,1
252376,4,5,5
252392,5,2,1
252398,1,1,2
252403,4,2,1
252413,3,5,5
252417,4,3,1
252422,5,4,4
252466,1,3,4
252478,5,3,3
252567,3,3,4
252580,4,4,4
252584,1,2,2
252644,1,5,5
252660,5,4,4
252674,2,4,3
252681,4,4,5
252696,5,4,5
252702,4,5,5
252719,4,5,5
252737,5,2,3
252741,4,3,4
252757,3,3,3
252765,4,5,5
252772,4,4,5
252786,2,2,3
252790,5,3,2
252815,4,5,5
252823,1,5,5
252847,3,4,3
252868,1,5,5
252898,2,5,5
252912,1,1,1
252926,3,4,3
252928,5,4,4
252974,1,2,3
252981,2,4,3
252997,4,1,1
253001,5,3,1
253002,3,4,4
253008,1,1,1
253018,1,5,4
253036,4,5,5
253038,4,5,5
253078,4,1,3
253081,2,4,4
253088,2,4,5
253090,5,4,2
253144,3,2,3
253232,5,5,5
253241,2,4,4
253246,1,2,2
253264,1,3,4
253268,3,3,3
253284,2,4,4
253287,1,3,3
253322,1,1,1
253325,3,4,4
253351,4,4,3
253390,5,3,4
253405,1,3,2
253410,5,4,4
253445,1,1,1
253458,2,3,4
253470,1,1,1
253471,4,2,1
253495,3,3,4
253505,1,5,5
253523,1,4,4
253572,1,3,4
253630,1,5,5
253693,1,5,5
253780,2,5,5
253791,2,3,4
253801,5,3,3
253824,3,5,5
253834,3,4,5
253844,1,5,5
253852,4,2,3
253878,5,2,1
253895,5,4,4
253910,5,4,5
253913,5,4,4
253917,1,5,5
253928,5,2,3
253942,5,4,4
253985,4,4,5
253993,5,2,2
254035,4,4,5
254036,1,2,4
254082,1,5,5
254098,3,3,3
254122,4,5,4
254135,4,5,5
254136,1,2,4
254162,3,4,4
254173,5,3,3
254175,1,5,5
254178,2,2,3
254185,3,4,3
254186,1,5,5
254217,2,1,2
254233,5,3,4
254234,1,3,3
254264,5,5,5
254265,3,1,2
254279,1,3,3
254290,4,3,3
254295,2,4,5
254298,5,5,5
254321,1,4,4
254338,3,4,3
254350,2,3,1
254382,4,5,5
254442,2,4,5
254471,3,2,1
254500,3,3,2
254519,3,4,4
254525,2,4,3
254535,2,4,3
254536,4,2,2
254543,2,3,3
254549,3,2,2
254583,1,2,2
254589,4,4,5
254629,1,5,5
254643,4,5,5
254652,4,5,5
254665,2,3,3
254685,1,2,3
254697,4,5,5
254710,3,5,5
254712,1,4,3
254720,3,3,3
254792,5,1,1
254795,3,4,4
254810,1,3,2
254816,2,2,3
254820,3,1,1
254844,1,4,5
254864,1,5,5
254888,1,4,4
254898,2,2,2
254926,1,2,4
254932,2,3,5
254947,2,1,2
254962,5,5,5
255013,1,1,1
255023,4,5,5
255045,3,5,5
255055,1,4,3
255064,2,1,1
255068,3,5,5
255087,1,5,5
255091,4,4,2
255186,3,3,3
255233,1,2,3
255239,4,4,4
255266,3,5,5
255273,4,5,5
255282,4,3,3
255283,5,4,5
255291,4,5,5
255314,1,4,5
255377,1,4,4
255394,1,1,2
255417,3,2,1
255431,2,2,3
255433,2,5,5
255459,5,1,2
255493,4,5,5
255507,2,3,2
255508,5,2,3
255527,1,5,3
255534,2,4,4
255537,1,5,5
255556,1,5,5
255575,2,2,2
255579,5,2,1
255586,4,2,4
255607,1,4,5
255623,5,5,5
255671,4,2,1
255672,3,5,4
255700,2,1,1
255710,2,4,3
255731,4,4,4
255737,2,2,1
255764,1,5,5
255781,1,2,1
255789,2,3,3
255802,4,5,5
255822,5,1,1
255828,4,2,2
255849,3,4,4
255883,5,4,4
255884,4,1,1
255900,4,3,2
255903,2,2,3
255921,1,5,5
255950,5,2,1
255967,4,5,5
255991,3,2,2
256020,1,2,3
256051,1,3,1
256058,1,5,5
256081,2,2,3
256091,2,5,5
256134,3,5,5
256149,2,4,4
256150,4,2,1
256162,1,2,1
256170,2,2,2
256172,1,5,5
256229,1,5,5
256253,2,4,5
256283,1,3,2
256294,2,4,5
256367,5,2,2
256377,4,5,4
256381,1,5,4
256403,1,3,3
256407,1,2,2
256427,2,1,2
256436,1,3,4
256448,1,1,1
256461,1,2,2
256474,4,5,4
256491,1,2,3
256492,4,2,2
256502,3,1,1
256503,2,5,5
256518,1,1,1
256524,3,4,4
256526,2,3,3
256538,1,1,3
256539,1,3,4
256541,4,2,2
256551,1,2,2
256559,3,2,5
256582,1,1,1
256603,5,1,1
256608,2,2,4
256611,1,2,2
256636,3,2,1
256637,1,5,5
256641,2,5,5
256642,3,3,4
256667,2,3,1
256681,1,5,5
256748,5,5,5
256772,1,5,5
256798,3,5,4
256866,4,2,2
256874,4,4,4
256910,1,5,5
256928,2,3,3
256938,4,1,1
256955,1,1,2
256982,4,1,2
256983,5,3,3
257014,2,5,5
257018,1,2,3
257039,4,4,4
257056,1,5,5
257166,1,4,2
257178,4,5,5
257196,5,4,4
257202,1,5,4
257222,4,2,3
257231,4,5,5
257233,2,3,2
257253,2,2,3
257256,5,2,1
257262,4,4,5
257319,1,1,2
257333,1,1,2
257348,3,5,5
257377,1,3,4
257378,2,3,3
257397,1,2,2
257425,1,4,4
257447,3,3,2
257449,4,4,3
257457,1,5,5
257464,4,5,5
257468,1,5,4
257475,1,3,3
257521,2,3,4
257635,2,5,5
257643,1,4,4
257654,2,5,5
257776,3,5,5
257795,1,5,4
257799,1,2,1
257807,5,4,4
257830,1,5,5
257838,2,1,1
257854,2,4,5
257881,4,4,4
257936,5,2,2
257940,5,5,5
257947,1,5,5
257950,4,2,2
257954,1,3,2
257958,5,5,5
257979,2,2,1
257980,1,3,3
258004,1,2,1
258023,2,3,3
258085,2,5,5
258102,1,1,2
258107,2,1,1
258146,1,3,4
258147,1,2,1
258177,3,2,2
258214,4,5,5
258235,5,2,3
258253,1,5,5
258267,3,5,4
258277,1,2,3
258305,5,4,5
258307,2,1,1
258331,5,1,4
258348,2,4,4
258349,4,2,2
258359,3,2,3
258363,1,1,4
258478,1,4,4
258481,2,3,1
258532,4,3,3
258537,1,1,1
258545,1,4,4
258556,3,5,5
258576,3,5,4
258590,1,2,1
258605,1,1,3
258615,2,1,3
258633,1,5,5
258635,3,2,2
258813,4,2,2
258837,3,1,1
258846,4,5,5
258849,2,3,1
258869,1,3,4
258905,3,2,2
258912,3,1,1
258922,5,4,4
258945,1,5,5
259016,3,4,5
259030,3,2,2
259050,5,3,3
259052,1,3,3
259067,3,3,3
259087,5,3,2
259114,1,2,4
259115,3,1,1
259155,3,2,1
259170,1,4,3
259229,2,2,3
259313,1,3,4
259353,4,5,5
259395,2,4,3
259400,4,4,4
259409,4,3,5
259423,3,5,5
259437,1,3,4
259443,3,2,1
259445,3,2,3
259459,1,2,2
259466,2,2,3
259469,1,4,5
259541,2,2,2
259562,1,1,1
259591,2,1,2
259764,4,4,5
259798,3,3,3
259834,1,2,1
259854,1,1,1
259895,1,5,5
259936,4,5,4
259967,2,3,4
259987,1,5,5
259993,2,4,3
260017,1,5,5
260021,4,5,4
260023,4,5,5
260053,2,4,4
260094,2,4,4
260125,4,1,1
260143,4,3,3
260149,1,2,2
260170,3,5,5
260247,2,4,3
260259,3,4,3
260292,2,2,2
260384,1,5,5
260433,3,3,3
260468,4,3,3
260478,1,2,3
260503,4,2,3
260505,2,4,5
260516,2,2,2
260541,4,2,1
260542,5,3,4
260545,1,3,2
260558,1,1,2
260574,2,5,5
260589,4,1,1
260594,1,1,1
260647,2,5,5
260657,3,5,5
260727,5,2,1
260736,1,2,2
260739,4,3,3
260757,1,2,3
260774,1,3,4
260795,4,3,3
260809,1,2,3
260828,4,5,4
260846,5,5,4
260864,3,4,4
260879,2,4,4
260888,1,1,1
260926,1,4,2
260944,3,3,4
260948,3,2,1
260965,2,1,1
261002,5,2,2
261024,3,5,5
261035,1,1,2
261042,2,2,2
261052,1,5,5
261061,2,3,2
261094,3,4,3
261133,3,4,4
261154,1,5,5
261156,2,4,4
261166,1,2,2
261193,1,2,1
261205,3,2,1
261254,5,3,5
261257,3,4,4
261283,2,5,5
261314,2,1,2
261336,4,4,4
261349,5,5,5
261353,1,4,4
261356,2,2,2
261387,5,5,5
261390,2,2,2
261391,1,3,4
261425,2,5,5
261434,1,5,5
261455,4,2,2
261480,1,4,3
261489,1,5,4
261582,4,3,4
261662,4,5,5
261679,3,2,3
261692,2,4,3
261705,2,2,3
261721,4,4,3
261730,4,5,5
261755,3,2,3
261769,4,2,3
261779,1,3,3
261813,1,1,4
261814,3,4,4
261873,1,4,5
261917,3,4,4
261940,5,1,2
261974,4,4,5
261982,3,5,5
261984,2,5,5
261994,4,1,1
262022,3,5,5
262040,4,2,1
262051,1,3,3
262068,1,4,3
262077,3,4,5
262080,1,2,1
262088,1,1,1
262100,3,5,5
262114,4,4,2
262120,3,3,4
262133,3,1,1
262143,2,3,2
262152,3,2,2
262155,3,4,3
262184,2,3,4
262199,2,3,2
262229,4,4,3
262231,4,2,4
262237,5,3,2
262239,2,2,2
262297,2,5,3
262337,1,5,5
262338,4,3,3
262350,4,5,5
262362,5,1,1
262429,1,4,5
262433,2,2,2
262441,1,2,1
262476,1,3,2
262505,5,5,5
262518,2,1,2
262521,2,5,4
262535,4,5,5
262543,4,1,1
262581,2,2,3
262592,1,1,1
262612,5,1,2
262622,2,4,3
262628,1,4,4
262659,3,4,4
262673,4,3,3
262702,3,5,5
262716,3,5,5
262749,1,2,3
262764,2,1,2
262780,1,1,1
262804,1,3,2
262817,5,5,5
262823,2,4,4
262831,1,5,5
262853,2,2,1
262874,3,4,3
262876,1,1,1
262922,1,2,2
262939,1,5,5
262965,2,2,1
262975,2,3,3
263007,3,5,5
263079,2,5,4
263101,1,2,1
263123,5,2,3
263140,5,5,5
263203,4,1,1
263235,2,5,4
263252,1,2,1
263259,5,1,2
263274,4,4,4
263278,5,5,4
263305,1,3,4
263367,1,5,5
263376,1,3,5
263378,2,2,3
263380,4,2,4
263382,1,2,1
263399,1,5,5
263421,1,5,5
263428,4,4,3
263429,5,3,4
263479,5,5,5
263487,1,4,5
263525,5,5,5
263530,3,2,1
263548,1,1,1
263568,4,1,1
263576,3,2,3
263587,4,1,2
263591,3,3,3
263610,1,3,2
263653,2,2,2
263678,1,2,2
263703,2,4,4
263732,2,4,3
263741,4,4,4
263742,5,3,3
263748,1,1,1
263768,3,1,1
263777,1,2,2
263778,3,2,1
263804,5,1,1
263841,4,4,1
263851,1,1,1
263855,2,2,1
263870,5,2,3
263875,2,3,2
263900,1,3,2
263916,1,1,1
263982,2,3,3
264019,4,1,2
264040,5,2,1
264046,1,5,5
264061,1,5,5
264086,1,4,4
264114,2,1,2
264128,2,3,3
264130,3,5,3
264140,4,4,4
264144,4,2,1
264163,1,1,2
264214,1,5,5
264216,4,5,5
264244,2,2,1
264284,1,5,5
264332,5,4,5
264337,4,2,1
264341,3,5,5
264403,1,5,5
264406,3,2,2
264456,2,3,3
264466,5,4,4
264474,3,2,2
264488,4,5,5
264506,2,5,5
264510,2,1,1
264524,1,4,5
264608,4,4,5
264629,3,5,5
264641,1,5,5
264679,3,2,2
264734,2,3,3
264751,1,1,3
264784,3,3,3
264797,3,4,3
264806,2,4,2
264815,1,2,2
264830,4,4,5
264841,2,2,1
264875,2,2,1
264889,1,2,1
264897,1,3,3
264936,3,4,4
264960,1,2,2
265033,3,5,4
265038,5,2,2
265059,3,4,3
265111,4,5,5
265139,1,2,3
265144,4,3,4
265153,3,3,2
265158,3,5,5
265160,2,3,3
265161,1,2,1
265176,3,5,5
265184,3,1,2
265209,5,2,4
265258,1,3,5
265274,1,3,3
265285,1,1,1
265294,1,3,3
265320,1,4,2
265363,1,5,5
265391,1,4,4
265412,1,2,2
265422,4,4,4
265452,1,1,1
265460,1,4,2
265473,2,4,4
265479,5,1,4
265482,4,1,1
265488,4,2,3
265496,2,3,4
265540,3,4,4
265557,2,1,1
265577,1,3,5
265605,1,3,3
265651,1,5,5
265652,3,3,4
265664,1,5,5
265668,1,1,1
265671,5,1,1
265686,3,4,5
265701,4,2,2
265751,1,1,2
265770,2,5,5
265795,4,4,4
265808,1,2,1
265813,1,5,4
265858,2,2,1
265885,1,1,1
265931,3,5,5
265976,1,4,4
265980,1,1,1
265988,2,2,3
266024,4,1,1
266030,2,1,1
266054,1,2,1
266064,4,4,5
266085,3,5,5
266094,2,2,2
266099,1,4,3
266102,4,5,5
266116,2,1,1
266133,1,2,1
266144,1,2,2
266145,2,4,4
266152,1,1,2
266157,2,1,1
266160,1,4,5
266173,1,4,5
266176,1,2,2
266186,1,4,3
266189,1,2,1
266227,1,5,1
266229,1,1,2
266239,2,3,4
266243,4,1,1
266244,3,4,3
266247,4,3,3
266282,1,5,4
266285,3,3,1
266290,3,4,4
266303,3,4,5
266364,4,4,4
266378,2,4,4
266407,3,3,4
266485,2,4,4
266521,3,4,5
266536,5,5,5
266568,2,3,3
266586,2,2,1
266602,4,3,2
266621,1,2,2
266623,3,4,4
266626,4,5,5
266631,2,2,3
266635,5,5,5
266638,5,5,5
266648,1,4,3
266687,1,5,5
266700,5,3,4
266701,1,1,2
266703,1,4,4
266711,1,2,2
266724,2,1,1
266727,1,5,5
266749,2,1,1
266752,2,3,2
266760,3,3,2
266790,4,5,5
266822,3,3,2
266828,2,3,3
266849,2,2,3
266896,2,2,2
266904,4,2,3
266921,3,3,4
266934,3,4,4
266960,1,2,3
266964,1,3,4
266965,4,4,4
266981,1,2,3
266999,3,2,1
267016,2,1,2
267028,1,2,2
267041,4,4,4
267085,1,3,4
267097,3,5,4
267101,1,2,4
267127,3,2,2
267161,3,4,4
267169,2,2,1
267176,2,1,2
267200,4,2,1
267201,1,5,5
267202,4,5,5
267211,3,3,3
267216,1,3,4
267240,2,3,1
267243,3,3,3
267321,4,4,4
267343,1,2,2
267344,1,3,4
267347,5,5,5
267368,4,2,3
267389,1,5,4
267416,2,1,2
267423,3,2,2
267510,2,4,4
267526,5,3,5
267530,1,1,1
267535,5,4,4
267622,5,5,4
267629,4,5,4
267638,2,4,3
267653,3,5,5
267661,2,5,5
267699,1,4,4
267762,5,4,4
267773,3,5,4
267775,1,2,2
267799,2,2,2
267819,2,2,2
267827,1,2,1
267854,4,3,3
267867,5,4,2
267899,3,4,3
267901,1,4,4
267949,1,2,3
267980,1,1,3
268073,3,1,1
268094,3,2,1
268121,1,4,4
268140,1,3,3
268157,2,3,2
268171,1,5,5
268180,5,1,2
268185,2,4,3
268188,2,2,3
268204,1,5,5
268217,2,1,1
268255,1,3,3
268290,5,2,2
268302,3,4,3
268309,3,2,3
268313,3,3,3
268354,3,5,4
268356,4,5,5
268369,3,5,5
268376,1,3,3
268439,3,5,5
268452,3,1,1
268459,3,5,5
268510,5,5,5
268535,3,2,2
268540,2,5,4
268561,2,3,4
268607,3,3,5
268627,1,2,2
268628,4,1,1
268653,3,1,2
268694,2,4,5
268705,5,2,3
268719,2,3,1
268722,3,5,4
268741,1,5,5
268753,1,4,4
268797,1,4,4
268808,1,5,5
268821,3,3,1
268859,4,5,5
268895,1,1,1
268915,4,4,3
268918,2,4,5
268923,3,3,2
268928,1,2,1
268932,2,1,1
269002,4,2,3
269019,4,1,4
269050,4,5,5
269052,1,5,5
269146,2,1,1
269166,1,5,5
269192,5,1,4
269261,4,3,3
269273,3,3,4
269294,1,2,3
269295,1,1,1
269320,2,4,3
269340,1,5,5
269344,1,2,3
269393,1,5,5
269417,1,4,5
269460,5,2,2
269472,2,4,4
269480,2,5,4
269488,5,4,4
269498,4,2,2
269519,4,2,1
269520,2,2,1
269521,2,4,5
269538,1,4,4
269555,1,2,3
269592,5,4,5
269638,3,5,5
269722,2,3,3
269751,3,3,2
279772,1,5,5
279793,3,1,2
279805,1,4,4
279824,4,5,5
279863,4,3,3
279870,3,3,2
279874,1,2,2
279888,1,4,5
279910,5,2,1
279924,1,3,5
279926,3,4,3
279932,2,2,4
279947,1,3,2
279977,1,2,2
280016,2,2,2
280097,1,4,3
280123,1,3,3
280124,5,1,1
280132,1,4,4
280135,1,2,3
280140,2,2,1
280143,1,5,4
280163,3,3,1
280187,1,1,2
280211,5,4,4
280218,5,1,1
280219,4,2,1
280247,3,2,3
280291,5,3,2
280301,1,3,3
280303,1,5,5
280332,4,5,5
280363,3,4,5
280379,1,2,3
280395,1,4,4
280418,5,3,5
280436,5,2,4
280451,3,4,5
280537,1,5,4
280552,5,1,1
280566,3,2,2
280576,4,1,2
280596,4,3,3
280610,1,1,2
280616,4,5,5
280641,3,5,5
280654,3,5,5
280662,5,5,5
280674,1,1,2
280675,1,5,5
280679,4,1,1
280696,2,1,2
280714,1,4,4
280749,3,5,5
280782,1,3,3
280794,1,5,5
280811,1,2,2
280829,4,3,4
280847,3,4,4
280863,1,4,4
280867,4,3,4
280912,2,4,4
280980,4,2,2
280985,4,3,3
281005,5,5,5
281054,1,5,5
281071,2,5,5
281074,2,5,5
281121,4,4,3
281131,1,5,5
281133,4,2,1
281144,4,5,5
281190,3,3,2
281191,1,4,2
281203,5,2,2
281224,4,4,4
281269,4,5,5
281282,5,5,5
281291,1,5,5
281319,3,5,5
281339,5,3,3
281367,4,4,3
281374,1,1,2
281380,2,2,2
281402,5,1,1
281410,4,3,4
281428,4,4,4
281445,5,3,4
281455,2,4,5
281462,1,2,3
281463,2,4,4
281465,1,4,3
281467,1,3,4
281519,1,4,5
281528,4,3,4
281535,2,2,1
281541,3,2,4
281587,1,4,4
281610,1,4,5
281641,5,2,3
281643,1,1,1
281648,4,1,1
281656,3,3,3
281678,2,2,4
281692,3,5,4
281699,1,4,5
281723,2,4,4
281740,4,5,5
281742,4,5,5
281757,4,5,5
281760,1,3,2
281770,1,4,5
281771,4,5,5
281790,2,3,4
281903,3,4,4
281910,1,1,3
281914,1,5,5
281927,3,3,3
281930,2,3,4
281954,4,5,5
281978,1,5,5
282050,4,5,5
282082,2,3,2
282085,1,5,5
282092,2,1,2
282094,3,2,1
282103,2,2,1
282146,1,4,3
282190,1,2,3
282195,1,2,2
282206,2,2,2
282224,1,5,5
282242,1,4,3
282264,1,5,5
282282,4,5,5
282285,3,4,4
282293,3,4,4
282337,5,5,4
282343,3,4,4
282362,4,5,5
282413,1,4,3
282422,3,5,5
282428,1,4,4
282436,1,5,5
282437,2,2,1
282529,5,1,1
282598,1,2,3
282616,3,3,1
282623,2,4,4
282674,3,2,2
282727,3,4,4
282729,5,3,3
282734,1,1,1
282749,1,2,3
282751,3,5,5
282777,2,3,4
282784,1,2,3
282790,1,3,2
282796,3,2,3
282797,3,2,1
282871,2,1,3
282878,3,2,1
282891,1,4,4
282900,2,1,1
282907,3,5,4
282913,4,1,1
282940,3,4,4
282951,1,1,1
283031,1,2,1
283034,4,5,5
283054,2,3,2
283099,1,1,2
283107,1,4,3
283128,5,5,5
283138,1,2,3
283144,4,4,4
283161,3,3,2
283189,4,4,3
283208,4,1,1
283209,2,4,3
283218,5,5,5
283241,1,5,5
283265,4,4,4
283272,4,5,5
283284,4,4,3
283293,3,1,1
283319,1,3,4
283371,3,5,5
283439,4,2,3
283441,1,3,2
283479,1,3,3
283492,1,5,5
283500,3,5,4
283534,3,2,3
283616,3,2,3
283621,3,3,3
283640,1,5,5
283648,4,4,4
283653,3,2,2
283655,5,2,3
283694,3,5,5
283734,4,3,3
283763,5,2,2
283812,1,5,5
283815,1,4,5
283835,4,5,4
283840,2,4,4
283845,2,5,5
283902,1,3,4
283943,4,2,1
283982,2,1,3
284043,1,2,2
284094,1,2,2
284111,3,1,1
284113,3,5,4
284136,3,2,3
284141,4,1,2
284180,4,5,4
284181,2,3,3
284218,4,5,5
284223,2,3,2
284248,2,2,1
284295,1,4,4
284323,2,3,3
284346,3,3,4
284347,2,2,3
284380,3,4,2
284387,1,3,4
284404,1,5,5
284422,2,1,1
284505,5,4,5
284506,1,2,1
284507,1,3,3
284529,4,3,3
284547,1,1,3
284549,1,3,4
284580,4,1,2
284637,2,5,4
284652,2,1,2
284691,4,2,2
284729,2,2,3
284741,1,3,3
284745,3,5,4
284765,4,4,2
284808,1,2,3
284816,4,4,4
284834,5,4,5
284836,2,4,5
284851,3,3,3
284863,3,4,5
284872,3,4,4
285023,2,2,2
285044,1,4,4
285058,4,2,1
285085,3,2,2
285089,2,4,4
285126,4,4,4
285132,2,2,5
285172,2,4,4
285187,1,5,5
285230,4,3,3
285246,3,3,1
285247,1,5,5
285255,2,5,5
285279,2,2,1
285295,3,2,3
285338,4,5,5
285366,4,1,2
285377,2,1,1
285385,3,2,3
285410,4,2,2
285486,4,4,4
285489,3,4,4
285526,3,2,2
285529,2,1,1
285538,5,2,1
285561,1,5,5
285572,3,2,2
285581,1,5,5
285584,1,2,3
285590,5,4,5
285610,3,3,3
285648,1,2,5
285654,3,3,1
285701,1,1,2
285713,1,1,2
285727,1,2,1
285735,5,5,5
285736,2,1,1
285745,1,2,4
285759,3,1,1
285766,2,5,5
285797,1,1,1
285808,2,4,4
285842,3,5,5
285858,3,2,1
285895,3,4,5
285900,3,1,1
285909,5,5,5
285942,2,5,4
285966,3,3,2
285967,1,3,3
286003,2,3,4
286009,4,5,5
286045,1,5,5
286052,3,4,4
286059,3,3,5
286072,2,2,5
286084,5,2,3
286096,1,5,4
286106,2,2,1
286109,3,2,3
286129,2,2,3
286232,2,5,5
286237,3,5,5
286272,4,1,1
286408,1,1,1
286423,2,2,3
286447,1,2,3
286450,5,5,4
286474,2,4,4
286476,5,1,4
286488,1,4,5
286511,1,2,1
286530,1,3,3
286538,5,5,5
286563,5,5,5
286584,3,3,3
286611,1,4,4
286639,3,5,5
286672,5,1,1
286732,1,4,4
286744,5,3,3
286760,2,5,5
286809,5,1,4
286812,1,2,3
286832,2,3,4
286848,3,1,1
286856,3,5,4
286876,2,5,5
286938,4,5,5
286961,3,1,1
286963,5,5,5
286982,2,3,4
286983,2,1,2
286996,1,5,5
287011,5,4,4
287021,3,4,4
287031,1,4,3
287042,3,4,4
287057,1,1,1
287076,2,5,5
287079,1,2,3
287106,5,2,3
287123,2,2,1
287143,2,5,5
287171,5,3,4
287174,5,4,4
287193,4,5,5
287277,1,3,2
287279,1,4,4
287314,1,5,5
287329,3,4,5
287361,2,5,5
287362,3,1,2
287386,4,2,1
287394,2,5,5
287398,4,4,3
287410,4,2,1
287500,2,1,1
287502,3,4,4
287505,4,5,5
287512,2,2,2
287564,1,2,2
287607,2,4,4
287614,2,1,1
287645,4,5,5
287651,1,2,3
287665,3,3,4
287786,2,3,3
287815,1,4,2
287870,2,3,1
287871,2,1,2
287943,1,4,4
287960,1,2,1
287964,1,5,5
287973,3,1,1
288038,3,3,3
288040,5,2,1
288066,3,2,2
288100,4,4,2
288105,4,5,5
288118,4,3,1
288147,2,1,1
288151,3,4,5
288205,2,2,2
288207,3,1,2
288227,2,2,1
288241,1,2,2
288283,3,3,2
288340,1,5,5
288377,1,3,4
288433,1,2,2
288457,5,2,4
288468,3,4,3
288469,4,3,3
288520,2,1,1
288601,1,3,1
288626,5,2,3
288630,3,2,1
288631,1,5,5
288658,1,5,5
288806,5,4,4
288836,1,5,5
288864,1,1,1
288917,2,5,5
288927,1,2,1
288949,4,5,5
288956,5,1,1
288977,1,5,5
288990,1,3,3
288996,1,5,5
289000,2,3,4
289041,1,5,5
289048,2,5,5
289065,2,1,1
289075,3,3,1
289077,2,3,4
289132,4,4,4
289141,1,5,5
289170,4,4,4
289213,3,5,4
289233,1,2,3
289266,1,3,2
289275,4,5,4
289296,1,4,4
289319,4,1,3
289330,1,4,1
289342,1,5,5
289350,5,1,1
289381,1,5,5
289387,3,2,2
289395,4,1,2
289461,1,5,5
289464,1,5,5
289468,3,5,5
289474,2,1,1
289492,2,2,2
289528,3,1,1
289566,1,3,3
289574,4,2,3
289635,4,5,5
289641,4,2,1
289647,5,2,5
289672,5,4,4
289684,1,5,4
289690,4,5,5
289710,2,4,4
289723,3,5,5
289769,4,5,5
289834,1,5,4
289839,4,4,4
289953,4,1,1
289982,2,5,5
289989,2,2,5
290004,2,2,2
290015,1,5,5
290029,1,4,3
290116,5,3,2
290143,1,4,4
290146,1,2,2
290157,4,3,3
290164,2,4,4
290243,3,4,4
290253,3,1,1
290255,3,1,1
290279,3,4,2
290283,2,4,5
290350,1,1,1
290357,4,4,3
290371,1,3,3
290377,2,2,2
290448,5,2,3
290466,5,5,5
290493,5,5,5
290503,3,1,4
290510,5,5,5
290516,1,2,4
290517,2,1,1
290524,4,4,3
290538,3,5,5
290559,3,4,3
290582,4,1,1
290620,2,2,2
290627,1,1,3
290646,2,3,3
290651,1,3,4
290699,3,5,5
290778,1,2,1
290781,1,2,1
290795,4,1,1
290798,5,1,1
290819,1,5,5
290829,2,4,4
290841,2,3,4
290843,3,1,2
290867,1,3,2
290908,1,3,3
291041,2,2,4
291112,1,4,3
291140,4,1,2
291152,4,2,3
291188,1,4,4
291256,4,1,1
291262,5,1,2
291265,4,3,4
291527,4,3,3
291548,1,2,1
291560,3,4,3
291672,2,2,3
291741,3,3,4
291746,5,5,5
291797,3,3,5
291800,2,4,4
291801,1,2,3
291841,1,5,5
291851,5,5,5
291856,2,2,3
291867,1,4,4
291884,4,2,1
291905,1,5,5
291906,1,1,1
292054,2,2,2
292085,4,5,5
292157,3,5,5
292158,5,4,5
292169,1,5,5
