user_id,Amount,Frequency,Recency,R_Quartile,F_Quartile,M_Quartile,RFMClass
191437,672.4,15,830,2,4,2,242
191468,3273,12,723,3,4,5,345
191472,595.5,6,810,3,3,2,332
191494,590.8,3,999,1,1,2,112
191521,743,5,1063,1,2,2,122
191529,2660.1,14,124,5,4,5,545
191550,4600.3,33,768,3,5,5,355
191580,302,3,408,5,1,1,511
191607,4223.7,25,727,3,5,5,355
191620,758.3,8,745,3,3,2,332
191664,5711.6,43,635,4,5,5,455
191700,1549.3,13,892,2,4,4,244
191733,108.9,4,926,1,2,1,121
191806,2557.6,19,1625,1,5,4,154
191812,2118.6,13,685,4,4,4,444
191851,256.8,3,858,2,1,1,211
191870,996.2,10,1177,1,4,3,143
192024,2354.6,13,700,4,4,4,444
192038,1587.5,6,843,2,3,4,234
192075,528,3,699,4,1,2,412
192135,1828.4,4,226,5,2,4,524
192147,1298.4,10,827,2,4,3,243
192149,279.7,4,491,5,2,1,521
192164,2448,16,759,3,5,4,354
192193,845,4,813,3,2,3,323
192200,169.7,3,768,3,1,1,311
192229,12239.7,34,693,4,5,5,455
192268,6659.75,50,690,4,5,5,455
192279,15928.2,36,1318,1,5,5,155
192314,872.4,10,844,2,4,3,243
192401,226,3,852,2,1,1,211
192405,451.2,3,852,2,1,1,211
192434,621.6,7,873,2,3,2,232
192492,863,4,734,3,2,3,323
192511,809,6,925,1,3,3,133
192557,5224.3,40,1092,1,5,5,155
192582,2870.8,20,1347,1,5,5,155
192661,990.6,8,232,5,3,3,533
192692,10033.7,36,465,5,5,5,555
192722,376.6,4,862,2,2,1,221
192737,4467.3,31,1162,1,5,5,155
192841,4459.2,15,758,3,4,5,345
192870,507.6,5,921,1,2,2,122
192946,1776.7,8,675,4,3,4,434
192972,954,6,830,2,3,3,233
192980,198,3,197,5,1,1,511
193045,1375,6,541,5,3,4,534
193049,250,3,789,3,1,1,311
193099,557,3,836,2,1,2,212
193121,1360,5,1539,1,2,4,124
193183,2281.5,26,1028,1,5,4,154
193185,404.8,5,830,2,2,1,221
193271,333.8,4,802,3,2,1,321
193307,903.3,8,809,3,3,3,333
193308,961,5,793,3,2,3,323
193333,5024.8,24,726,3,5,5,355
193367,1062,5,829,2,2,3,223
193380,410.5,7,833,2,3,1,231
193412,26953,38,1003,1,5,5,155
193444,6735.4,37,693,4,5,5,455
193476,2488.9,17,1052,1,5,4,154
193501,2207,24,737,3,5,4,354
193525,619,4,1245,1,2,2,122
193547,4341.9,36,1728,1,5,5,155
193609,506.7,6,828,2,3,2,232
193627,6625.8,27,929,1,5,5,155
193689,6911.4,32,1583,1,5,5,155
193742,7407,21,114,5,5,5,555
193768,5815,39,1712,1,5,5,155
193788,441.5,3,864,2,1,1,211
193810,738.5,6,826,2,3,2,232
194018,416,4,778,3,2,1,321
194031,208.6,3,894,2,1,1,211
194042,1977.9,8,827,2,3,4,234
194140,953.6,10,819,2,4,3,243
194176,673.9,6,673,4,3,2,432
194225,817.8,5,1211,1,2,3,123
194250,402,7,1024,1,3,1,131
194301,528,6,1258,1,3,2,132
194324,967.97,8,871,2,3,3,233
194409,2861,5,893,2,2,5,225
194425,10885.3,41,1092,1,5,5,155
194433,4510.7,9,850,2,4,5,245
194460,850,3,151,5,1,3,513
194471,4092.3,21,690,4,5,5,455
194515,3674.5,12,110,5,4,5,545
194522,2637,8,681,4,3,5,435
194531,10638.9,25,1178,1,5,5,155
194547,506.5,6,1703,1,3,2,132
194555,1698.6,5,717,4,2,4,424
194580,470.9,3,662,4,1,1,411
194594,369.9,3,933,1,1,1,111
194625,4517.8,28,778,3,5,5,355
194663,1279,11,1218,1,4,3,143
194682,8209.6,39,1253,1,5,5,155
194710,3174.1,16,804,3,5,5,355
194747,5864.7,41,872,2,5,5,255
194756,1310,11,818,2,4,3,243
194788,284.6,5,761,3,2,1,321
194811,4747.9,17,1176,1,5,5,155
194840,334.9,3,489,5,1,1,511
194852,1545.3,8,304,5,3,4,534
194893,6071.4,32,1416,1,5,5,155
194913,714,8,1423,1,3,2,132
194928,436.8,5,707,4,2,1,421
194929,179.7,3,872,2,1,1,211
194982,5488.4,16,766,3,5,5,355
194991,1542.7,15,1111,1,4,4,144
194992,2867.3,20,695,4,5,5,455
195037,375.9,4,858,2,2,1,221
195046,1488.5,11,858,2,4,4,244
195055,1934.7,17,685,4,5,4,454
195056,7116,47,710,4,5,5,455
195093,3115.2,16,1439,1,5,5,155
195110,89.2,3,950,1,1,1,111
195164,4258,11,1464,1,4,5,145
195199,2852.1,30,190,5,5,5,555
195209,851.9,3,684,4,1,3,413
195224,8855.9,21,1143,1,5,5,155
195275,1915.5,7,751,3,3,4,334
195298,799.3,8,870,2,3,3,233
195336,870,9,1032,1,4,3,143
195342,2865.5,25,741,3,5,5,355
195456,719,6,1073,1,3,2,132
195472,1828.2,15,851,2,4,4,244
195473,11347.5,37,1024,1,5,5,155
195493,4635.2,24,1150,1,5,5,155
195494,1546.2,18,1027,1,5,4,154
195520,2855.8,13,1021,1,4,5,145
195535,5602,18,677,4,5,5,455
195551,2519,5,215,5,2,4,524
195568,875,3,779,3,1,3,313
195626,1509,3,1728,1,1,4,114
195634,5068.5,25,1164,1,5,5,155
195646,5140.8,18,784,3,5,5,355
195647,3492,3,430,5,1,5,515
195664,2756.4,8,860,2,3,5,235
195723,3061.4,16,306,5,5,5,555
195768,845,4,1020,1,2,3,123
195812,2196.4,21,879,2,5,4,254
195866,1920,7,1128,1,3,4,134
195895,4649.8,13,477,5,4,5,545
195909,722,4,899,2,2,2,222
195913,805,5,571,5,2,3,523
195945,2164.4,12,748,3,4,4,344
195960,2042.7,6,616,4,3,4,434
195977,4608.3,25,1804,1,5,5,155
196008,3267.1,15,352,5,4,5,545
196031,759.5,7,1549,1,3,2,132
196054,4940.14,24,1444,1,5,5,155
196075,1317,7,790,3,3,3,333
196133,2560,9,877,2,4,4,244
196134,970,3,903,2,1,3,213
196220,3378.3,30,695,4,5,5,455
196269,7502.5,26,689,4,5,5,455
196310,1464.7,8,888,2,3,4,234
196317,2177.8,7,699,4,3,4,434
196325,2548.95,17,758,3,5,4,354
196362,3248.5,13,1325,1,4,5,145
196366,7311.6,37,1017,1,5,5,155
196386,395.2,5,637,4,2,1,421
196400,2048,7,250,5,3,4,534
196418,6418.6,42,1051,1,5,5,155
196438,350,3,710,4,1,1,411
196441,599.9,4,1638,1,2,2,122
196488,1040,4,690,4,2,3,423
196512,890.9,5,770,3,2,3,323
196528,2257.5,8,1003,1,3,4,134
196542,5754.3,19,681,4,5,5,455
196547,3692.3,34,727,3,5,5,355
196550,798.5,4,920,1,2,3,123
196565,1927.4,23,1009,1,5,4,154
196581,2581.1,17,813,3,5,4,354
196585,4384.3,16,695,4,5,5,455
196663,3489.5,20,898,2,5,5,255
196687,1783.4,9,780,3,4,4,344
196754,4402.5,36,1394,1,5,5,155
196773,3040,14,767,3,4,5,345
196826,4876.3,21,1387,1,5,5,155
196837,1149,5,1126,1,2,3,123
196845,517.8,3,900,2,1,2,212
196846,9247,32,1141,1,5,5,155
196891,964,6,1704,1,3,3,133
196912,539,3,944,1,1,2,112
196940,2136.2,12,752,3,4,4,344
197009,724.3,3,1391,1,1,2,112
197041,1080,6,1674,1,3,3,133
197101,5721.39,46,1008,1,5,5,155
197109,9687.3,39,616,4,5,5,455
197113,2156.9,6,769,3,3,4,334
197133,307,7,771,3,3,1,331
197178,897,3,743,3,1,3,313
197199,779.7,3,573,5,1,2,512
197262,2183.7,8,694,4,3,4,434
197274,791.6,6,968,1,3,2,132
197295,776.9,4,324,5,2,2,522
197318,1602,16,821,2,5,4,254
197335,1800.8,17,716,4,5,4,454
197340,1182.3,12,793,3,4,3,343
197348,726,14,805,3,4,2,342
197364,361.8,3,698,4,1,1,411
197414,20471.8,49,1005,1,5,5,155
197436,2977.4,10,688,4,4,5,445
197462,9748.8,25,786,3,5,5,355
197536,823.9,3,759,3,1,3,313
197552,2231.8,9,691,4,4,4,444
197592,1243.5,8,469,5,3,3,533
197602,1219.4,5,898,2,2,3,223
197604,2813.5,14,694,4,4,5,445
197666,480,4,878,2,2,2,222
197671,1646,9,120,5,4,4,544
197723,671.6,5,309,5,2,2,522
197725,4156.1,28,165,5,5,5,555
197791,822.6,5,612,4,2,3,423
197792,2661,6,1107,1,3,5,135
197903,1312.6,8,312,5,3,3,533
197909,1843.7,12,771,3,4,4,344
197973,120,3,1536,1,1,1,111
197987,644.8,4,693,4,2,2,422
198068,562,7,651,4,3,2,432
198074,2860.8,17,712,4,5,5,455
198169,795.9,7,808,3,3,3,333
198181,231,3,970,1,1,1,111
198198,1892.6,6,677,4,3,4,434
198346,2440,15,809,3,4,4,344
198351,241.9,3,1784,1,1,1,111
198356,459.5,3,948,1,1,1,111
198372,5444.8,33,801,3,5,5,355
198400,344,3,858,2,1,1,211
198422,3132.5,19,1089,1,5,5,155
198459,2062.9,17,840,2,5,4,254
198460,209.9,5,910,2,2,1,221
198472,810,3,762,3,1,3,313
198523,3677,9,1363,1,4,5,145
198524,4848.5,31,1229,1,5,5,155
198568,687.6,5,811,3,2,2,322
198675,737.6,10,763,3,4,2,342
198705,1710,7,813,3,3,4,334
198733,1188.4,9,672,4,4,3,443
198740,1412.6,13,671,4,4,4,444
198787,995,3,406,5,1,3,513
198801,639.7,3,866,2,1,2,212
198809,761,6,872,2,3,2,232
198867,3520.3,19,841,2,5,5,255
198912,820.6,9,598,4,4,3,443
198983,761,4,1711,1,2,2,122
199034,2131.9,10,868,2,4,4,244
199041,2722.7,16,694,4,5,5,455
199042,7260.8,30,706,4,5,5,455
199043,20672.7,49,1092,1,5,5,155
199114,1398.7,9,856,2,4,4,244
199130,314.9,3,767,3,1,1,311
199137,1357,5,1783,1,2,4,124
199158,1741.8,10,717,4,4,4,444
199226,2380.3,8,1363,1,3,4,134
199228,2424.6,13,1028,1,4,4,144
199237,1665.5,7,727,3,3,4,334
199299,2352.8,14,1083,1,4,4,144
199369,499.9,3,1009,1,1,2,112
199397,689.7,5,945,1,2,2,122
199418,2572,13,1603,1,4,4,144
199441,9780.5,36,1005,1,5,5,155
199482,4463,13,1104,1,4,5,145
199540,504.9,5,810,3,2,2,322
199549,305,3,921,1,1,1,111
199550,1022.7,6,921,1,3,3,133
199570,1023.9,7,1017,1,3,3,133
199598,2587,13,267,5,4,4,544
199610,1844.99,16,1178,1,5,4,154
199636,431.2,5,916,1,2,1,121
199647,637.9,6,819,2,3,2,232
199676,3185.7,20,1611,1,5,5,155
199712,6086.2,36,673,4,5,5,455
199759,4347.9,22,695,4,5,5,455
199770,566,4,1381,1,2,2,122
199931,709,4,840,2,2,2,222
199952,1929.9,14,1045,1,4,4,144
199957,409.9,3,934,1,1,1,111
199975,1043,5,100,5,2,3,523
199985,975.8,6,803,3,3,3,333
200011,2174.84,16,801,3,5,4,354
200022,237.1,3,909,2,1,1,211
200103,1990.4,9,777,3,4,4,344
200115,221.1,3,1155,1,1,1,111
200118,1209,10,877,2,4,3,243
200121,4068.7,34,688,4,5,5,455
200229,308.9,3,920,1,1,1,111
200246,947.1,13,188,5,4,3,543
200303,1625,5,500,5,2,4,524
200374,4612,14,1019,1,4,5,145
200431,3090,20,814,2,5,5,255
200433,1372.9,12,699,4,4,4,444
200501,5430,11,677,4,4,5,445
200503,251,3,1728,1,1,1,111
200505,5102.5,18,1033,1,5,5,155
200520,120,3,712,4,1,1,411
200564,8704,8,90,5,3,5,535
200571,3502.7,20,1020,1,5,5,155
200574,824,6,827,2,3,3,233
200583,2083.6,11,1100,1,4,4,144
200594,1019.6,4,773,3,2,3,323
200612,440.3,3,84,5,1,1,511
200631,3219.7,21,729,3,5,5,355
200688,692.3,4,601,4,2,2,422
200756,6529.75,35,680,4,5,5,455
200808,1117,11,244,5,4,3,543
200822,3708.9,25,823,2,5,5,255
200848,2378.8,10,605,4,4,4,444
200884,1392.4,9,726,3,4,4,344
200892,258,3,633,4,1,1,411
200904,5893.1,18,1002,1,5,5,155
200985,543.4,6,870,2,3,2,232
201022,1421.4,10,1355,1,4,4,144
201034,1543.9,7,1754,1,3,4,134
201056,648,5,1172,1,2,2,122
201066,1926,7,545,5,3,4,534
201143,774.7,8,1611,1,3,2,132
201200,8810,9,267,5,4,5,545
201258,6272.1,24,1006,1,5,5,155
201263,1265.1,6,697,4,3,3,433
201274,4804.6,15,1376,1,4,5,145
201277,1002,10,1247,1,4,3,143
201278,1265.3,10,627,4,4,3,443
201281,684.6,7,794,3,3,2,332
201307,6590.6,40,771,3,5,5,355
201309,4120,11,695,4,4,5,445
201316,709.8,6,807,3,3,2,332
201324,5247.3,37,1521,1,5,5,155
201375,921,9,1022,1,4,3,143
201378,1320.3,16,1324,1,5,3,153
201440,2101.7,8,1088,1,3,4,134
201468,4677.3,42,719,4,5,5,455
201504,1096.9,7,1091,1,3,3,133
201515,508.9,3,857,2,1,2,212
201523,4322.9,17,804,3,5,5,355
201585,1859.8,8,903,2,3,4,234
201611,3990.4,28,1700,1,5,5,155
201614,312.9,3,175,5,1,1,511
201624,10403.6,47,671,4,5,5,455
201713,687.8,5,594,4,2,2,422
201761,2286.1,19,753,3,5,4,354
201773,3033.2,9,832,2,4,5,245
201781,837.4,5,209,5,2,3,523
201796,209.7,3,741,3,1,1,311
201801,2502,4,1114,1,2,4,124
201830,1576.7,7,824,2,3,4,234
201851,1998.7,14,1668,1,4,4,144
201853,685.9,6,1769,1,3,2,132
201886,679.7,3,866,2,1,2,212
201982,659.8,3,110,5,1,2,512
201984,534.9,3,1186,1,1,2,112
201999,2104.7,20,809,3,5,4,354
202031,4881.9,22,264,5,5,5,555
202057,606.8,5,151,5,2,2,522
202070,1178.8,15,698,4,4,3,443
202133,2795.8,16,890,2,5,5,255
202139,532,4,544,5,2,2,522
202184,193,5,1024,1,2,1,121
202209,253.4,3,811,3,1,1,311
202262,9633.6,47,1379,1,5,5,155
202269,9013.7,42,672,4,5,5,455
202462,2411.7,14,676,4,4,4,444
202492,4100.7,29,727,3,5,5,355
202587,1105.7,5,794,3,2,3,323
202589,2956,15,671,4,4,5,445
202599,715,4,923,1,2,2,122
202640,1078,3,886,2,1,3,213
202759,1200.2,9,774,3,4,3,343
202972,4009.91,19,1204,1,5,5,155
203014,5700.1,38,689,4,5,5,455
203102,209.7,3,720,4,1,1,411
203113,435.9,3,643,4,1,1,411
203170,1250,3,810,3,1,3,313
203251,1162.7,9,886,2,4,3,243
203285,938.9,6,888,2,3,3,233
203297,213.8,6,837,2,3,1,231
203316,550,3,688,4,1,2,412
203406,1813.9,7,782,3,3,4,334
203588,1290,5,1309,1,2,3,123
203685,16740.9,39,746,3,5,5,355
203692,5632.4,20,1613,1,5,5,155
203698,5570.7,10,896,2,4,5,245
203733,850.7,4,1356,1,2,3,123
203806,1571.2,15,871,2,4,4,244
203825,1750.5,17,1658,1,5,4,154
203853,543.5,7,872,2,3,2,232
203858,5125.4,49,681,4,5,5,455
203883,3031.4,24,676,4,5,5,455
203884,269.9,3,909,2,1,1,211
203947,456.7,4,851,2,2,1,221
203996,8765.5,26,674,4,5,5,455
204003,2029.3,19,815,2,5,4,254
204076,1828,8,1752,1,3,4,134
204093,1413.8,8,1526,1,3,4,134
204112,2730,23,1128,1,5,5,155
204157,9794.5,34,673,4,5,5,455
204256,2076,20,1119,1,5,4,154
204304,648.88,12,897,2,4,2,242
204375,2303.6,13,1495,1,4,4,144
204403,305.9,3,411,5,1,1,511
204448,609,6,1178,1,3,2,132
204587,7261,26,1112,1,5,5,155
204588,662.9,3,834,2,1,2,212
204619,2575,11,100,5,4,4,544
204648,818.8,5,1192,1,2,3,123
204677,1148.4,13,1119,1,4,3,143
204793,799.1,5,1507,1,2,3,123
204861,2994.6,19,1611,1,5,5,155
204955,2373.4,5,862,2,2,4,224
204965,516.8,3,805,3,1,2,312
205067,1098.7,5,878,2,2,3,223
205090,4270,9,157,5,4,5,545
205124,1507.5,10,1222,1,4,4,144
205155,264,3,1253,1,1,1,111
205272,943.7,5,1004,1,2,3,123
205300,2282.9,10,775,3,4,4,344
205325,2075.8,13,268,5,4,4,544
205331,374,3,694,4,1,1,411
205342,5120.3,22,818,2,5,5,255
205361,1448.9,5,1199,1,2,4,124
205384,930,7,1023,1,3,3,133
205426,1495,3,513,5,1,4,514
205508,429.7,5,1307,1,2,1,121
205557,1339.7,13,1037,1,4,4,144
205598,2441.9,10,1252,1,4,4,144
205612,1568,7,310,5,3,4,534
205642,1860,5,620,4,2,4,424
205711,1830,7,493,5,3,4,534
205725,5695.5,27,1199,1,5,5,155
205735,11943.9,39,1157,1,5,5,155
205818,6532.3,20,691,4,5,5,455
205845,6733.7,47,682,4,5,5,455
205874,1459,5,903,2,2,4,224
205880,376.3,6,933,1,3,1,131
205907,273,4,1293,1,2,1,121
205938,544.9,3,1737,1,1,2,112
205947,754.7,5,725,3,2,2,322
205971,145.7,3,874,2,1,1,211
206024,1944.5,8,864,2,3,4,234
206105,209,3,778,3,1,1,311
206116,16621.9,34,1083,1,5,5,155
206135,9726.6,38,704,4,5,5,455
206139,516,4,1194,1,2,2,122
206148,957.7,8,940,1,3,3,133
206173,316,3,741,3,1,1,311
206279,223,3,851,2,1,1,211
206290,3035,7,673,4,3,5,435
206322,2549.8,27,794,3,5,4,354
206463,488,3,940,1,1,2,112
206518,469,3,1072,1,1,1,111
206519,651.4,7,705,4,3,2,432
206534,1663.15,19,1089,1,5,4,154
206536,3452.6,22,914,2,5,5,255
206559,3794,26,1023,1,5,5,155
206573,7670.9,28,1003,1,5,5,155
206669,9605,20,1008,1,5,5,155
206684,841.7,8,819,2,3,3,233
206727,1035.9,9,688,4,4,3,443
206790,993.7,7,923,1,3,3,133
206881,1138.9,11,704,4,4,3,443
216922,1846.5,6,1216,1,3,4,134
216948,5041.7,13,759,3,4,5,345
216961,385.9,3,1062,1,1,1,111
216992,9436.8,19,1363,1,5,5,155
217003,3056.9,25,1187,1,5,5,155
217040,1597.4,7,1124,1,3,4,134
217056,724.8,5,694,4,2,2,422
217140,8760.6,29,1355,1,5,5,155
217146,1575,4,815,2,2,4,224
217152,2274.2,34,773,3,5,4,354
217180,1189.5,13,1728,1,4,3,143
217208,373.7,5,1016,1,2,1,121
217230,1154,12,698,4,4,3,443
217298,9681.7,38,688,4,5,5,455
217356,3433.8,14,1087,1,4,5,145
217416,16093.5,44,706,4,5,5,455
217446,1733.9,7,861,2,3,4,234
217460,3361.74,26,267,5,5,5,555
217466,2281.2,24,1058,1,5,4,154
217575,2718.7,12,801,3,4,5,345
217650,2767.3,20,872,2,5,5,255
217697,7630.5,29,159,5,5,5,555
217704,1969.4,7,683,4,3,4,434
217709,521.9,4,1703,1,2,2,122
217722,1446.3,6,898,2,3,4,234
217756,6022.5,42,691,4,5,5,455
217758,973.9,8,811,3,3,3,333
217779,621.8,3,883,2,1,2,212
217780,1316.8,12,1385,1,4,3,143
217805,1259.8,3,715,4,1,3,413
217983,9899.5,40,832,2,5,5,255
218028,826.8,8,678,4,3,3,433
218053,992.5,9,767,3,4,3,343
218095,958,6,383,5,3,3,533
218120,630.8,6,1622,1,3,2,132
218128,1334.5,5,817,2,2,4,224
218190,3396.3,21,746,3,5,5,355
218196,4128,10,267,5,4,5,545
218202,709,5,48,5,2,2,522
218220,3635.2,25,784,3,5,5,355
218269,6443,15,1135,1,4,5,145
218306,1711,7,1215,1,3,4,134
218331,782.3,5,1002,1,2,2,122
218492,3360,7,115,5,3,5,535
218532,3146.6,11,746,3,4,5,345
218720,264,3,913,2,1,1,211
218782,242.7,3,529,5,1,1,511
218822,4860.1,33,822,2,5,5,255
218831,724.9,4,817,2,2,2,222
218834,1749,8,822,2,3,4,234
218859,1298.93,11,1158,1,4,3,143
218900,460.4,4,701,4,2,1,421
219065,578.4,8,914,2,3,2,232
219109,2407.9,9,822,2,4,4,244
219112,7121.6,42,687,4,5,5,455
219113,1400.7,12,109,5,4,4,544
219139,1605.4,13,685,4,4,4,444
219190,2247,10,810,3,4,4,344
219195,3444,21,695,4,5,5,455
219208,360,4,931,1,2,1,121
219338,4674.5,34,411,5,5,5,555
219431,3446.27,23,677,4,5,5,455
219584,5078.83,39,1072,1,5,5,155
219705,543.8,3,779,3,1,2,312
219721,6682.5,31,1017,1,5,5,155
219747,95,3,959,1,1,1,111
219758,714.8,6,1087,1,3,2,132
219901,1137,11,108,5,4,3,543
219909,2116,5,248,5,2,4,524
219911,6596.3,28,791,3,5,5,355
220002,1971,7,795,3,3,4,334
220027,3110.2,17,839,2,5,5,255
220037,454,4,844,2,2,1,221
220059,1881.3,11,752,3,4,4,344
220115,2225,9,1701,1,4,4,144
220125,1255.6,11,1002,1,4,3,143
220137,985.9,11,693,4,4,3,443
220156,2058.9,9,915,1,4,4,144
220225,6484.17,47,601,4,5,5,455
220326,390,5,1068,1,2,1,121
220336,7504.8,43,1005,1,5,5,155
220396,8380.6,36,1147,1,5,5,155
220412,1175.7,8,757,3,3,3,333
220456,5504,14,440,5,4,5,545
220528,768,3,1697,1,1,2,112
220550,3919.06,24,627,4,5,5,455
220555,1059,4,826,2,2,3,223
220559,7443.2,35,708,4,5,5,455
220601,523.8,12,732,3,4,2,342
220734,545,3,903,2,1,2,212
220755,6304.2,50,672,4,5,5,455
220760,3310.68,23,678,4,5,5,455
220811,1827.95,16,805,3,5,4,354
220816,470.57,8,1494,1,3,1,131
220850,420.8,5,684,4,2,1,421
220901,3182.9,28,1481,1,5,5,155
220914,693.7,6,1044,1,3,2,132
220927,460,4,816,2,2,1,221
220994,21423.4,49,1556,1,5,5,155
221016,5043.8,14,1165,1,4,5,145
221040,1346.9,18,763,3,5,4,354
221072,1450.7,6,695,4,3,4,434
221119,664.9,4,818,2,2,2,222
221216,1329.5,10,898,2,4,3,243
221229,5337.4,34,970,1,5,5,155
221294,10588.1,28,775,3,5,5,355
221308,523.6,5,591,4,2,2,422
221349,682.9,3,624,4,1,2,412
221358,368.7,4,891,2,2,1,221
221415,5171.9,7,930,1,3,5,135
221458,8822.5,49,108,5,5,5,555
221482,729.4,9,900,2,4,2,242
221540,3064.9,12,1030,1,4,5,145
221626,628.8,4,869,2,2,2,222
221781,3493,13,637,4,4,5,445
221789,3111.5,19,809,3,5,5,355
221805,688,4,354,5,2,2,522
221832,478,12,1687,1,4,2,142
221978,8340.8,34,1027,1,5,5,155
221980,99.5,3,626,4,1,1,411
222154,2189.3,11,730,3,4,4,344
222170,222.8,4,846,2,2,1,221
222195,1255.8,9,726,3,4,3,343
222208,430.9,7,945,1,3,1,131
222287,691.3,4,1282,1,2,2,122
222335,1611.7,9,802,3,4,4,344
222356,2386.9,14,826,2,4,4,244
222376,5309.6,39,704,4,5,5,455
222385,4084,44,1103,1,5,5,155
222403,1245.8,8,1683,1,3,3,133
222416,1020.6,45,1314,1,5,3,153
222417,768,25,850,2,5,2,252
222449,3241.7,15,1164,1,4,5,145
222471,900,4,827,2,2,3,223
222472,397,3,802,3,1,1,311
222479,3502.6,24,732,3,5,5,355
222482,974.8,17,830,2,5,3,253
222484,254.9,3,880,2,1,1,211
222523,636.9,7,1025,1,3,2,132
222569,7980.1,22,1686,1,5,5,155
222583,120,3,878,2,1,1,211
222644,555,3,811,3,1,2,312
222699,8001.9,27,704,4,5,5,455
222702,1578.6,6,853,2,3,4,234
222741,2894.6,24,673,4,5,5,455
222758,342.9,3,366,5,1,1,511
222867,759.7,4,897,2,2,2,222
222969,2300.7,11,738,3,4,4,344
222985,1843.5,11,799,3,4,4,344
223054,781,7,676,4,3,2,432
223073,3170,11,1645,1,4,5,145
223187,6012.8,27,778,3,5,5,355
223250,702,3,815,2,1,2,212
223319,215.9,3,875,2,1,1,211
223375,740,5,1110,1,2,2,122
223406,803.7,4,873,2,2,3,223
223473,1032.5,17,1558,1,5,3,153
223475,1195,3,1005,1,1,3,113
223516,3920.4,26,1152,1,5,5,155
223520,2264.7,21,685,4,5,4,454
223545,1145.7,10,801,3,4,3,343
223552,2122.4,7,930,1,3,4,134
223600,1329.9,5,712,4,2,3,423
223618,1196,4,750,3,2,3,323
223661,1929.9,8,817,2,3,4,234
223663,2053.3,24,694,4,5,4,454
223729,364.7,4,879,2,2,1,221
223748,2531.2,11,855,2,4,4,244
223759,290.3,3,1153,1,1,1,111
223771,390.7,4,708,4,2,1,421
223883,495.5,5,1151,1,2,2,122
223899,399,3,1668,1,1,1,111
223908,4036.1,23,788,3,5,5,355
223912,466.6,5,1070,1,2,1,121
223978,1415,6,1006,1,3,4,134
224085,2253.7,8,914,2,3,4,234
224183,684.5,5,735,3,2,2,322
224188,573.8,4,807,3,2,2,322
224229,423.82,11,1082,1,4,1,141
224270,1968.2,9,814,2,4,4,244
224293,1043.6,8,790,3,3,3,333
224327,459,3,123,5,1,1,511
224383,963,5,826,2,2,3,223
224491,1902.7,9,921,1,4,4,144
224505,1068.8,4,895,2,2,3,223
224524,8757,28,807,3,5,5,355
224530,5458.8,21,132,5,5,5,555
224582,868,4,791,3,2,3,323
224584,568,6,1046,1,3,2,132
224748,2999.6,26,1160,1,5,5,155
224770,2845.4,17,1033,1,5,5,155
224842,853.9,5,844,2,2,3,223
224863,619.9,11,780,3,4,2,342
224890,189.9,3,1130,1,1,1,111
224912,10019.9,28,1426,1,5,5,155
224917,1379.9,5,869,2,2,4,224
224955,3795.8,9,786,3,4,5,345
225120,1283.9,12,709,4,4,3,443
225122,678,7,851,2,3,2,232
225152,8296.9,33,1044,1,5,5,155
225298,4096.5,33,676,4,5,5,455
225406,3214.4,16,816,2,5,5,255
225444,322,3,733,3,1,1,311
225475,527,3,1555,1,1,2,112
225489,989.4,7,854,2,3,3,233
225513,2473.46,33,745,3,5,4,354
225524,1392.5,10,798,3,4,4,344
225634,1150,3,633,4,1,3,413
225827,817.6,8,826,2,3,3,233
225890,1937,14,809,3,4,4,344
225895,1353.6,11,841,2,4,4,244
225901,334,3,799,3,1,1,311
225928,154.8,3,738,3,1,1,311
225969,836.9,5,1636,1,2,3,123
225974,696.45,10,704,4,4,2,442
226057,209.7,3,779,3,1,1,311
226078,2831,8,688,4,3,5,435
226118,1543.8,11,677,4,4,4,444
226203,2547.9,4,1494,1,2,4,124
226251,4908.2,31,729,3,5,5,355
226358,861,4,1268,1,2,3,123
226399,1644.8,9,740,3,4,4,344
226432,1546,6,762,3,3,4,334
226488,931.6,9,780,3,4,3,343
226513,777,4,1434,1,2,2,122
226538,3329.9,15,695,4,4,5,445
226547,4215.7,22,767,3,5,5,355
226573,949.9,3,449,5,1,3,513
226583,13989,35,1075,1,5,5,155
226587,1261,4,827,2,2,3,223
226671,23427.5,47,1263,1,5,5,155
226735,1295,4,1072,1,2,3,123
226751,663,5,684,4,2,2,422
226753,2611.5,9,720,4,4,4,444
226755,599.7,4,876,2,2,2,222
226758,2376.8,9,853,2,4,4,244
226867,435.9,3,912,2,1,1,211
226876,525,3,516,5,1,2,512
226943,965.9,7,775,3,3,3,333
227031,477.9,3,898,2,1,2,212
227148,845.2,11,837,2,4,3,243
227166,3628.5,18,738,3,5,5,355
227167,620.9,5,899,2,2,2,222
227169,576.8,4,1390,1,2,2,122
227310,844.6,7,873,2,3,3,233
227383,2293.7,14,723,3,4,4,344
227416,3721.5,15,403,5,4,5,545
227443,1904.4,16,841,2,5,4,254
227472,3948.2,18,791,3,5,5,355
227492,1402.6,9,1087,1,4,4,144
227527,9005.1,40,687,4,5,5,455
227574,3347.2,15,766,3,4,5,345
227587,429,3,1646,1,1,1,111
227602,773.4,6,1173,1,3,2,132
227629,916.4,11,778,3,4,3,343
227707,12620,48,1308,1,5,5,155
227780,3985.7,26,674,4,5,5,455
227784,3279,19,791,3,5,5,355
227858,209,3,215,5,1,1,511
227904,907,7,1641,1,3,3,133
227919,648.9,4,963,1,2,2,122
